crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Tree Nuts,4,15.2,78.0,1017.8,35.1,4.1,0.0
Barley,8,29.8,74.9,1006.5,58.7,2.7,0.0967
Barley,9,24.4,86.1,1004.6,98.5,5.3,0.3996
Corn,8,30.1,87.3,1006.5,92.2,6.2,0.449
Corn,8,29.8,69.0,1010.9,157.2,1.1,0.5545
Rice,12,3.9,17.7,1015.5,79.7,8.0,0.0
Rice,5,19.6,62.0,1009.6,13.8,4.1,0.2941
Rice,1,-3.6,52.4,1008.2,91.6,2.4,0.0389
Sorghum,3,10.4,70.5,1011.0,23.8,5.1,0.0445
Wheat,2,-0.7,51.3,1014.2,0.0,2.4,0.066
Soybean,6,29.5,50.2,1012.1,43.9,6.2,0.5287
Sorghum,12,9.6,52.5,1014.2,39.9,4.1,0.0379
Sugar,4,14.8,67.7,1006.8,11.0,2.9,0.0484
Rice,3,10.9,64.1,1003.5,28.6,4.7,0.0731
Barley,10,11.3,75.2,1026.0,74.0,2.4,0.1272
Cotton,1,-2.9,39.7,1014.4,49.8,0.6,0.0
Corn,12,-3.4,82.9,1007.0,70.8,5.9,0.0
Sorghum,1,0.1,46.3,1005.9,49.3,1.3,0.0
Cotton,10,13.5,45.9,1011.0,114.0,4.7,0.17
Barley,4,12.3,67.5,1010.3,38.3,3.3,0.1136
Cotton,7,28.7,70.8,1021.0,105.9,1.4,0.6563
Tree Nuts,9,25.4,57.7,1011.7,70.0,3.2,0.3673
Soybean,7,33.8,83.5,1006.8,43.7,2.2,0.3659
Barley,5,19.3,76.9,1004.6,101.1,4.4,0.4124
Barley,9,24.2,66.3,1005.6,92.1,2.6,0.3559
Corn,1,-2.2,36.9,1009.2,94.9,5.7,0.0223
Sugar,9,24.4,59.3,1018.0,66.6,3.0,0.5174
Rice,12,-0.8,53.9,1003.8,78.9,1.9,0.0172
Cotton,2,4.3,42.0,1017.8,44.2,6.3,0.0668
Rice,10,20.4,51.6,1013.8,61.2,2.0,0.3144
Sorghum,11,10.0,61.3,1012.6,81.9,1.7,0.0
Rice,1,0.8,65.5,1009.7,66.1,5.9,0.0496
Sorghum,7,25.2,79.7,1019.9,164.0,0.3,0.8523
Sugar,3,6.1,53.6,1015.8,51.9,4.1,0.1296
Sugar,9,22.0,59.6,1003.1,98.4,3.5,0.6888
Tree Nuts,5,21.8,74.3,1022.8,71.7,1.3,0.5531
Sugar,12,1.3,41.4,1016.2,118.5,2.3,0.0
Wheat,4,20.0,60.7,1010.5,59.4,6.1,0.0789
Rice,9,17.7,61.3,1017.5,123.1,5.4,0.3299
Tree Nuts,5,26.1,67.2,1014.2,54.0,8.0,0.4404
Wheat,1,-1.5,57.2,1007.2,54.2,0.0,0.0
Barley,4,12.9,55.4,1021.5,37.1,6.5,0.1096
Soybean,3,10.8,42.8,1010.1,36.0,1.0,0.0
Corn,7,31.4,51.8,1012.9,68.6,4.9,0.4315
Barley,3,4.8,59.2,1013.5,51.9,7.0,0.0
Rice,8,29.7,60.7,1015.5,61.9,0.4,0.3164
Soybean,4,12.4,58.1,1016.8,107.7,2.1,0.0
Cotton,8,20.1,79.7,1013.4,93.5,1.9,0.6158
Tree Nuts,11,7.2,37.5,1009.7,43.9,4.3,0.0
Sorghum,8,25.5,65.3,1017.2,131.8,2.9,0.7779
Rice,3,8.8,64.2,1012.8,30.0,0.0,0.0159
Hay,11,9.0,71.7,1018.1,94.5,6.1,0.0
Soybean,2,4.0,52.8,1016.1,143.3,3.9,0.0
Wheat,12,-1.5,55.0,1019.0,79.9,4.8,0.0093
Corn,10,18.4,66.9,1015.3,152.1,4.6,0.0464
Hay,12,2.1,53.1,1003.3,38.5,1.8,0.0
Cotton,5,27.7,73.3,1019.3,79.8,6.8,0.4606
Rice,7,29.9,55.4,1011.1,56.0,6.0,0.4025
Tree Nuts,9,25.5,68.2,1016.4,81.1,2.8,0.58
Barley,10,14.5,65.9,1016.2,74.2,2.3,0.1763
Soybean,5,24.1,86.3,1010.8,92.0,0.4,0.4067
Corn,11,6.2,64.8,1021.2,113.6,1.7,0.0
Wheat,9,22.2,88.4,1014.8,169.3,2.6,0.7588
Sorghum,12,2.8,58.9,1012.7,4.9,0.0,0.0
Soybean,1,1.0,47.1,1009.3,61.1,2.7,0.0623
Sorghum,9,24.3,81.1,1010.7,60.5,4.3,0.3241
Corn,7,27.2,64.5,1018.7,69.6,1.4,0.673
Corn,7,38.1,77.1,1011.9,102.9,3.1,0.2081
Tree Nuts,3,9.1,53.4,1012.2,85.5,1.4,0.0571
Hay,10,15.0,62.8,1014.9,118.9,3.9,0.2809
Soybean,10,18.6,51.4,1011.2,39.9,3.2,0.0067
Barley,9,24.6,66.2,1014.6,73.9,3.1,0.4132
Tree Nuts,12,-0.1,43.7,1018.6,83.7,1.8,0.0343
Sorghum,10,16.8,50.7,1011.0,65.9,3.7,0.0693
Sorghum,9,23.9,71.3,1009.7,71.3,3.5,0.386
Tree Nuts,8,29.6,83.0,1009.8,108.6,4.5,0.5391
Tree Nuts,5,23.0,62.5,1013.1,45.5,2.8,0.426
Hay,3,3.2,60.9,1005.4,4.9,2.0,0.0
Wheat,7,24.7,77.0,1028.4,131.5,6.6,0.5202
Rice,6,23.2,63.9,1019.6,102.9,5.7,0.801
Barley,8,28.3,74.5,1014.8,83.6,2.3,0.2987
Soybean,6,22.7,74.7,1014.7,121.8,0.0,0.4904
Cotton,3,4.1,64.5,1014.8,19.8,5.7,0.0068
Hay,7,29.4,75.0,1009.8,92.9,2.2,0.4258
Hay,1,-2.6,58.5,1020.0,18.0,2.1,0.0236
Barley,2,3.2,53.9,1010.1,19.1,0.9,0.0
Wheat,11,2.0,69.2,1020.9,68.6,3.0,0.0345
Corn,1,-2.7,55.3,1008.3,31.1,2.5,0.0662
Wheat,12,-0.1,72.5,1020.7,31.7,3.7,0.0
Sorghum,7,29.7,74.8,1019.8,143.9,4.6,0.9238
Tree Nuts,6,25.6,66.7,1018.1,47.1,2.3,0.6135
Tree Nuts,2,-4.6,50.6,1018.5,17.4,3.6,0.0336
Rice,4,13.1,67.1,1013.7,81.9,3.3,0.2245
Sugar,4,16.6,77.9,1020.3,24.4,2.9,0.1877
Soybean,11,10.3,61.0,1023.4,73.0,3.3,0.0
Soybean,6,25.8,65.0,1017.4,89.0,3.3,0.675
Hay,4,16.3,75.0,1018.0,36.1,4.7,0.0
Corn,1,-3.1,59.2,1011.3,36.7,0.9,0.0
Cotton,6,31.4,84.7,1014.7,50.4,1.5,0.2928
Sugar,10,12.2,77.1,1012.0,54.2,0.0,0.1383
Wheat,7,27.1,85.5,1015.6,97.3,5.2,0.5455
Corn,8,32.6,64.7,1015.6,137.9,2.0,0.3125
Corn,11,7.2,48.3,1010.5,56.7,0.0,0.0378
Rice,8,30.5,87.9,1009.2,97.0,5.3,0.2388
Tree Nuts,10,14.3,54.8,1006.0,58.9,3.0,0.0396
Tree Nuts,3,9.8,49.1,1021.3,44.9,2.6,0.0359
Soybean,9,23.2,57.5,1008.7,89.0,3.4,0.3182
Soybean,7,31.5,59.0,1013.6,78.0,6.6,0.4749
Hay,12,2.5,51.5,1022.3,50.2,6.0,0.0
Cotton,7,26.0,69.7,1009.3,75.8,0.7,0.5346
Tree Nuts,1,-3.2,59.5,1014.7,18.0,0.0,0.0288
Hay,11,9.4,68.6,1008.1,78.0,1.3,0.1191
Soybean,3,7.6,70.5,1018.6,151.0,1.8,0.0413
Sugar,2,-1.1,58.7,1013.0,42.2,5.2,0.0
Sorghum,3,3.3,41.0,1014.4,16.5,4.5,0.0103
Tree Nuts,6,24.3,53.4,1015.0,105.5,3.3,0.8564
Cotton,10,14.2,70.5,1009.8,168.6,3.9,0.1891
Sugar,3,4.3,61.7,1023.1,17.1,5.4,0.0647
Sugar,10,17.9,76.0,1022.6,55.1,4.1,0.3332
Rice,12,6.0,65.1,1018.4,47.5,3.6,0.0127
Soybean,3,7.1,57.9,1014.0,32.0,3.1,0.0
Soybean,1,-0.2,60.0,1014.0,41.9,0.0,0.0
Corn,2,3.1,62.0,1005.0,6.1,1.1,0.0059
Tree Nuts,12,-0.8,59.5,1014.9,41.6,3.2,0.0
Hay,1,2.9,58.5,1022.9,34.1,5.0,0.0
Tree Nuts,6,26.6,66.3,1013.6,133.5,3.1,0.951
Barley,5,25.9,76.9,1015.5,62.9,0.4,0.3761
Cotton,3,11.7,64.7,1015.7,42.7,4.6,0.1881
Soybean,1,3.2,50.9,1004.5,88.1,0.0,0.0427
Barley,3,8.1,46.3,1005.1,37.7,3.0,0.0
Sorghum,1,-2.2,46.7,1012.3,96.4,2.3,0.0059
Tree Nuts,5,22.1,79.2,1012.0,50.1,2.7,0.4679
Corn,5,22.8,76.7,1009.5,65.8,6.0,0.4919
Barley,4,9.6,51.2,1010.1,19.3,1.7,0.0205
Wheat,8,27.5,75.5,1014.7,112.0,1.8,0.8615
Hay,7,28.8,81.3,1011.6,133.7,1.4,0.5571
Tree Nuts,4,13.3,61.4,1013.7,8.7,4.9,0.0009
Rice,10,11.7,78.5,1011.0,104.9,2.6,0.078
Corn,4,17.0,67.3,1011.5,33.8,5.9,0.0147
Sugar,6,25.2,78.0,1012.3,55.2,3.1,0.453
Corn,12,3.1,65.6,1005.4,128.8,4.0,0.0
Cotton,10,22.5,73.2,1009.7,195.1,1.5,0.1678
Cotton,4,10.8,74.9,1016.2,17.2,3.7,0.134
Wheat,6,21.4,76.6,1020.6,113.2,4.5,0.3176
Soybean,6,31.2,75.2,1006.8,51.7,2.8,0.4741
Tree Nuts,12,1.0,52.5,1013.3,58.0,1.5,0.0015
Tree Nuts,2,6.8,61.8,1005.1,21.9,0.9,0.0
Hay,1,-6.1,37.7,1012.6,37.1,2.3,0.0
Soybean,1,-1.7,49.2,1015.8,47.6,1.9,0.0288
Wheat,8,23.2,81.9,1017.7,103.8,4.0,0.7233
Sorghum,11,7.3,69.8,1011.3,72.3,3.5,0.0787
Hay,2,-0.3,47.9,1013.1,36.6,0.2,0.0
Sugar,1,5.1,44.3,1005.9,10.9,3.7,0.0343
Rice,8,29.4,78.9,1015.0,95.3,2.5,0.2856
Rice,2,0.9,60.0,1023.4,50.8,1.9,0.0496
Cotton,9,19.7,62.9,1011.8,108.5,3.5,0.5048
Hay,12,-2.8,52.0,1012.3,79.8,3.4,0.0886
Rice,11,5.2,79.3,1019.9,139.3,6.4,0.0155
Cotton,1,-0.3,55.9,1020.6,60.6,2.8,0.0141
Soybean,10,16.5,95.4,1006.6,84.8,0.0,0.1178
Sugar,10,16.7,69.0,1012.5,80.8,0.9,0.3284
Barley,7,31.4,79.1,1005.1,100.4,1.8,0.2127
Barley,1,-4.8,56.6,1013.4,111.2,0.9,0.0
Wheat,1,1.0,41.5,1009.0,33.4,0.1,0.053
Tree Nuts,8,26.6,71.4,1009.3,56.2,3.0,0.5392
Sorghum,7,28.4,67.0,1018.5,68.8,0.3,0.6647
Cotton,6,25.8,63.9,1013.4,35.3,4.8,0.4309
Rice,8,27.5,92.5,1017.7,93.9,5.2,0.437
Corn,6,28.2,74.4,1012.7,85.7,6.7,0.6496
Barley,1,-0.0,52.6,1017.1,75.9,2.0,0.0529
Wheat,9,16.2,81.3,1018.9,82.9,5.6,0.4421
Barley,10,19.0,61.3,1015.1,103.1,3.8,0.2603
Sugar,11,7.4,58.7,1011.8,76.2,2.1,0.1603
Sugar,9,24.4,67.5,1012.4,137.9,7.6,0.5801
Sugar,8,24.9,70.0,1004.2,96.9,4.2,0.5711
Sugar,12,1.8,55.7,1009.3,47.7,4.5,0.0
Barley,12,3.8,45.6,1012.5,36.9,5.0,0.0
Cotton,6,27.0,67.7,1020.3,140.7,4.2,0.6212
Barley,1,0.4,52.5,1020.0,44.9,3.2,0.0226
Tree Nuts,10,13.5,50.6,1010.7,62.6,0.0,0.0
Hay,7,28.3,62.9,1010.7,143.8,2.8,0.5118
Corn,2,-0.8,47.0,1011.8,38.7,2.3,0.057
Hay,8,25.3,84.1,1008.8,132.6,1.2,0.7979
Wheat,12,1.4,57.3,1012.3,142.3,3.3,0.0
Sugar,9,23.9,86.5,1008.6,90.9,2.3,0.5637
Rice,9,27.1,63.5,1010.4,88.4,2.7,0.509
Hay,1,1.8,41.6,1012.8,75.5,0.8,0.0
Sorghum,2,-0.6,48.4,1004.9,17.9,0.0,0.0699
Barley,7,27.1,56.8,1015.3,74.7,5.0,0.2246
Barley,4,12.7,70.0,1012.2,27.1,3.0,0.0254
Barley,4,12.2,57.5,1015.4,58.5,3.4,0.1428
Cotton,5,17.1,67.3,1006.3,71.8,6.3,0.5053
Barley,8,27.8,69.4,1024.0,101.5,0.2,0.2766
Rice,2,8.3,56.3,1004.0,25.2,1.9,0.0498
Cotton,10,17.7,63.0,1009.6,144.5,5.3,0.2139
Corn,8,29.9,76.3,1008.0,187.0,2.2,0.4395
Hay,4,13.9,63.8,1007.3,20.4,7.4,0.0
Hay,5,18.2,75.4,1019.4,14.2,0.0,0.0
Cotton,6,30.4,65.8,1018.3,84.6,5.7,0.4971
Wheat,10,12.7,68.4,1020.6,130.7,0.1,0.2948
Soybean,9,22.3,64.8,1012.3,89.1,3.1,0.3236
Rice,4,12.8,43.0,1012.4,50.1,5.2,0.2386
Sugar,8,31.1,72.9,1015.5,74.0,3.6,0.2158
Sorghum,7,27.9,75.8,1012.7,47.3,0.3,0.5665
Sugar,9,23.0,76.2,1014.2,80.5,2.5,0.6114
Rice,4,15.4,57.3,1014.8,33.5,4.3,0.3164
Corn,5,19.8,48.3,1009.7,33.4,0.0,0.3247
Sugar,3,12.4,41.9,1006.3,20.2,3.9,0.0
Soybean,6,21.4,63.5,1011.9,46.9,0.0,0.2396
Sorghum,11,4.7,58.9,1014.6,68.7,3.4,0.0022
Barley,9,21.1,77.4,1015.1,130.2,5.2,0.5495
Rice,5,23.6,66.3,1009.7,44.9,0.7,0.6677
Corn,4,16.7,56.7,1017.4,88.3,2.4,0.155
Sorghum,1,-2.3,54.4,1016.3,51.8,3.6,0.0001
Rice,7,32.2,81.3,1014.6,79.1,5.2,0.1936
Corn,1,-0.3,57.1,1015.8,54.0,3.6,0.0
Rice,3,10.5,56.5,1008.7,73.5,1.6,0.0273
Corn,10,17.3,75.6,1026.9,115.3,6.8,0.0
Soybean,12,2.7,46.3,1016.2,73.9,6.7,0.0
Barley,6,29.3,79.9,1020.7,62.6,0.5,0.0819
Sugar,11,7.9,54.6,1009.4,44.2,3.1,0.0572
Sugar,9,21.0,85.0,1013.3,66.1,4.2,0.436
Sorghum,2,5.3,75.6,1014.3,60.6,1.2,0.0608
Hay,11,7.2,78.0,1009.5,138.3,2.8,0.0
Wheat,1,-3.6,79.3,1015.0,46.0,0.0,0.0
Cotton,4,8.4,56.7,1010.2,24.5,3.5,0.1231
Rice,6,29.8,74.5,1014.1,93.3,1.4,0.4915
Wheat,7,28.1,65.1,1005.4,49.8,5.6,0.41
Corn,10,9.0,77.6,1003.3,57.0,4.2,0.0605
Tree Nuts,2,2.1,65.7,1010.5,5.7,5.4,0.0223
Sorghum,4,14.4,69.6,1015.0,31.4,2.3,0.0715
Rice,10,18.0,63.2,1014.6,107.7,0.4,0.4057
Sugar,11,12.7,54.3,1012.8,68.3,3.4,0.0398
Soybean,5,19.3,80.2,1016.3,25.7,4.6,0.1113
Sugar,4,16.6,60.3,1011.7,25.7,1.9,0.0597
Barley,9,29.0,70.9,1006.0,108.4,0.0,0.191
Barley,5,18.9,55.8,1023.2,54.3,4.4,0.2995
Sugar,5,29.1,68.7,1012.8,94.7,5.5,0.2189
Soybean,7,29.3,65.8,1014.0,56.3,4.9,0.5833
Barley,7,28.3,69.6,1008.7,175.2,1.0,0.5184
Sugar,2,0.3,41.6,1014.1,58.1,5.2,0.0
Tree Nuts,3,9.3,66.3,1018.9,69.3,2.9,0.0422
Barley,11,5.5,62.2,1000.0,128.8,3.7,0.0068
Sorghum,11,1.8,79.5,1003.4,71.0,5.8,0.0353
Corn,8,30.2,73.5,1006.2,144.4,0.0,0.4588
Sugar,11,12.4,59.6,1013.8,67.4,4.0,0.0614
Corn,12,-0.1,44.9,1013.5,108.0,1.5,0.0842
Soybean,4,17.6,53.3,1012.6,44.2,6.5,0.0
Wheat,6,30.7,87.9,1017.0,97.9,1.2,0.3253
Wheat,6,29.3,79.6,1011.9,26.2,1.0,0.15
Wheat,3,9.0,59.5,1008.1,20.3,1.5,0.0
Sugar,8,25.2,70.5,1010.0,130.8,3.5,0.7821
Barley,11,14.1,65.7,1018.8,114.6,5.3,0.0853
Cotton,5,22.6,62.7,1013.6,54.4,0.8,0.6042
Hay,1,-3.3,61.6,1015.3,62.8,1.7,0.0
Tree Nuts,5,22.3,51.3,1006.9,150.3,3.4,0.5959
Sugar,10,14.7,84.1,1022.5,66.6,3.1,0.2566
Wheat,11,8.4,39.7,1010.2,86.0,2.5,0.0484
Cotton,1,1.3,59.9,1022.6,65.6,3.0,0.0197
Soybean,10,10.9,54.8,1012.6,119.5,2.3,0.0
Tree Nuts,3,7.0,60.2,1019.4,0.0,1.0,0.0
Rice,3,8.8,58.8,1017.2,45.2,0.0,0.1402
Rice,12,9.7,50.8,1014.5,67.1,3.0,0.0208
Sugar,9,27.5,44.8,1009.5,85.7,3.3,0.4922
Wheat,5,20.2,81.4,1009.2,133.9,4.4,0.1381
Sorghum,10,18.7,45.8,1013.3,112.1,0.0,0.0861
Hay,6,25.0,61.8,1016.6,89.7,5.2,0.2407
Wheat,12,0.6,58.3,1018.0,143.7,2.4,0.0463
Tree Nuts,1,-2.6,64.2,1013.4,51.6,2.3,0.0
Hay,8,26.2,70.0,1014.2,63.1,0.0,0.4964
Barley,2,1.2,50.2,1013.8,24.3,4.8,0.0202
Tree Nuts,4,15.2,73.6,1015.5,39.6,7.5,0.0471
Sorghum,12,0.3,53.6,1016.1,189.4,2.0,0.0
Tree Nuts,5,30.1,76.4,1013.0,45.4,6.2,0.4148
Wheat,12,6.2,70.3,1011.7,21.6,2.7,0.0719
Hay,6,29.1,73.8,1010.9,131.8,1.0,0.3191
Cotton,9,21.9,49.7,1011.9,147.8,6.1,0.3706
Soybean,6,27.3,80.5,1014.8,51.7,3.6,0.3774
Sorghum,1,-1.7,44.4,1004.6,74.5,3.7,0.0
Barley,7,28.7,76.1,1013.2,119.7,2.9,0.2451
Tree Nuts,10,11.0,60.2,1009.8,109.3,3.2,0.0
Hay,9,23.2,76.8,1016.4,137.5,1.0,0.8927
Soybean,7,27.4,84.2,1018.0,83.0,3.9,0.7839
Barley,5,21.0,57.6,1017.2,41.3,4.5,0.3447
Soybean,11,6.7,71.8,1009.3,85.2,2.8,0.0
Sorghum,6,31.7,74.3,1010.4,85.5,4.6,0.5932
Cotton,6,30.3,75.5,1013.5,54.3,2.6,0.4126
Cotton,3,6.3,49.5,1009.2,63.4,6.1,0.1177
Wheat,5,25.0,63.7,1019.3,45.4,0.1,0.157
Rice,11,10.5,61.5,1015.1,46.3,0.6,0.0
Tree Nuts,7,29.2,72.3,1004.5,58.9,2.3,0.634
Hay,11,8.7,60.3,1017.6,113.0,2.7,0.0314
Barley,11,10.3,63.7,1011.8,99.2,3.1,0.1187
Soybean,10,21.6,66.2,1013.3,134.3,1.5,0.1396
Cotton,4,18.5,75.3,1012.3,34.5,4.3,0.4253
Tree Nuts,7,24.2,75.5,1007.6,99.2,3.4,0.7588
Tree Nuts,5,23.2,80.1,1013.6,15.2,2.5,0.1802
Sorghum,7,27.2,65.4,1017.4,60.9,0.1,0.5791
Corn,6,25.8,71.6,1021.2,20.2,0.6,0.3809
Sorghum,3,6.5,47.9,1012.8,39.1,0.2,0.1129
Cotton,6,30.1,62.7,1006.1,209.2,0.6,0.3978
Soybean,12,4.0,51.4,1011.4,144.3,0.2,0.0
Tree Nuts,9,21.4,61.5,1013.3,82.0,0.0,0.3256
Sorghum,9,20.5,64.6,1016.5,147.0,1.3,0.304
Barley,11,8.5,63.5,1009.1,50.4,1.1,0.0326
Corn,5,25.7,73.5,1012.4,47.3,3.5,0.5205
Soybean,9,19.7,63.8,1007.0,115.6,5.7,0.2054
Sorghum,6,33.6,61.0,1011.8,53.7,3.5,0.3295
Tree Nuts,1,-4.3,47.7,1009.7,46.8,6.2,0.0142
Wheat,11,3.2,51.0,1017.3,90.1,4.0,0.1635
Wheat,7,28.3,66.9,1007.7,74.0,2.6,0.4717
Wheat,5,23.9,66.1,1015.5,81.1,4.3,0.1432
Sorghum,5,22.4,73.4,1010.8,69.4,5.0,0.3384
Wheat,11,7.5,53.6,1015.1,44.4,3.1,0.0696
Sugar,4,13.3,75.8,1011.2,54.9,0.0,0.0415
Soybean,1,3.3,63.7,1011.8,95.5,5.8,0.0
Cotton,9,24.8,60.0,1012.7,64.4,1.0,0.2231
Hay,2,-2.0,56.4,1013.7,39.5,3.1,0.0
Hay,4,14.7,68.1,1005.7,37.2,4.9,0.0
Tree Nuts,7,24.1,91.4,1009.2,49.2,2.0,0.5685
Wheat,9,21.4,76.4,1011.8,190.2,4.4,0.6397
Hay,3,13.2,58.3,1023.6,34.4,6.7,0.0093
Corn,1,2.7,57.3,1009.9,32.8,0.0,0.0
Wheat,8,28.3,76.1,1011.9,114.0,3.2,0.7002
Wheat,2,3.0,59.3,1012.4,29.3,2.4,0.0587
Soybean,11,8.0,61.1,1008.3,82.1,6.5,0.0
Tree Nuts,6,30.8,65.1,1003.0,100.0,5.8,0.5069
Cotton,9,25.2,61.4,1012.3,87.2,4.5,0.2725
Cotton,8,26.6,76.0,1019.7,159.0,4.5,0.5153
Hay,6,28.1,54.4,1017.5,59.4,6.1,0.1219
Sorghum,6,29.1,65.9,1018.0,56.4,5.2,0.4902
Rice,5,26.2,70.7,1016.8,16.4,2.6,0.3313
Cotton,8,28.3,64.5,1009.6,73.1,0.0,0.4
Rice,3,12.8,59.6,1011.3,44.8,5.3,0.0634
Sugar,5,21.3,75.1,1016.6,36.0,0.1,0.2272
Wheat,8,31.2,61.2,1013.1,265.3,4.1,0.5168
Wheat,1,-0.3,69.3,1013.9,27.3,2.8,0.0
Cotton,5,20.9,68.0,1009.9,153.2,2.5,0.8187
Cotton,1,-5.8,51.4,1006.6,102.8,3.5,0.0
Soybean,2,0.6,55.8,1016.6,4.0,6.2,0.0703
Sorghum,10,15.0,74.2,1017.6,52.2,5.1,0.0
Rice,9,15.8,99.2,1008.9,104.4,0.6,0.3052
Corn,5,23.3,56.5,1019.7,49.1,4.8,0.4497
Barley,5,16.4,48.4,1006.8,74.3,4.7,0.2673
Sorghum,11,3.9,59.3,1021.5,83.7,3.1,0.0
Barley,12,0.6,70.1,1011.9,71.2,4.0,0.0
Wheat,10,14.7,65.2,1008.7,48.7,1.6,0.3124
Cotton,5,23.9,72.7,1011.5,30.9,2.1,0.3584
Sorghum,3,8.0,71.9,1012.6,22.6,2.9,0.0143
Corn,7,29.5,72.5,1015.9,40.0,4.0,0.4064
Wheat,11,8.7,74.3,1017.1,92.0,2.5,0.1286
Sugar,10,12.4,64.3,1011.3,116.3,2.1,0.2717
Hay,10,8.9,73.9,1017.3,93.4,0.7,0.1035
Wheat,6,26.5,65.8,1007.0,29.6,7.5,0.2088
Hay,10,10.9,75.2,1011.8,110.3,2.0,0.0731
Hay,6,26.3,70.6,1018.0,34.7,6.7,0.1336
Wheat,4,15.4,64.3,1011.7,59.7,0.7,0.0899
Sorghum,12,-3.9,57.6,1009.0,20.1,4.4,0.0
Barley,12,0.6,57.8,1006.9,76.5,5.4,0.0594
Hay,12,1.4,57.4,1012.1,76.0,1.5,0.0
Rice,7,27.5,79.7,1012.3,40.4,3.3,0.4123
Sugar,1,-0.1,45.8,1017.1,89.2,3.4,0.0
Corn,2,-1.6,51.2,1008.7,31.3,4.8,0.0
Soybean,8,26.9,66.4,1006.9,65.2,0.3,0.5498
Tree Nuts,4,18.8,50.2,1011.1,94.8,2.4,0.2401
Rice,8,27.6,80.2,1012.0,86.6,3.5,0.4996
Tree Nuts,4,17.8,66.9,1011.7,86.5,0.0,0.1791
Tree Nuts,5,25.6,72.2,1016.4,55.6,4.2,0.5588
Barley,11,8.3,49.0,1019.1,102.9,5.1,0.0178
Hay,6,28.0,80.0,1022.7,36.7,5.4,0.2454
Cotton,3,10.5,46.4,1009.4,63.9,2.2,0.3112
Corn,9,24.2,74.6,1013.4,70.0,3.6,0.364
Soybean,10,9.4,59.1,1017.0,93.0,2.0,0.0
Sorghum,1,1.9,63.1,1018.0,61.1,3.0,0.0638
Cotton,9,23.2,70.4,1008.0,39.7,2.1,0.2523
Corn,8,28.1,73.6,1000.1,60.6,2.9,0.4816
Sorghum,9,29.4,82.6,1009.9,158.5,2.3,0.6776
Cotton,6,29.0,84.7,1009.2,90.6,4.6,0.452
Barley,5,23.4,74.9,1014.1,76.9,3.4,0.4628
Barley,12,-1.1,67.7,1006.3,60.2,3.1,0.0015
Sugar,11,12.5,49.3,1011.0,139.0,1.5,0.1121
Barley,5,24.1,67.4,1006.6,28.9,2.3,0.2719
Sugar,9,24.7,71.1,1015.5,59.8,5.4,0.4109
Tree Nuts,10,15.0,70.6,1017.4,92.2,5.7,0.1202
Cotton,7,27.6,87.2,1011.1,75.1,0.0,0.4897
Hay,5,21.4,72.1,1018.6,42.1,6.3,0.0471
Tree Nuts,10,15.3,66.8,1017.1,81.4,0.0,0.0224
Hay,1,8.3,59.9,1011.9,181.0,0.6,0.0667
Corn,8,26.2,72.4,1010.5,59.2,3.3,0.4672
Tree Nuts,7,29.4,75.3,1022.6,64.2,3.7,0.599
Barley,10,15.5,70.9,1013.3,102.6,0.0,0.2344
Rice,3,9.9,51.0,1022.4,94.3,1.4,0.0859
Tree Nuts,3,0.6,62.5,1010.9,10.9,6.3,0.0
Rice,1,-1.1,55.6,1016.8,86.3,1.8,0.0
Wheat,12,1.9,83.2,1017.5,18.1,0.8,0.0
Soybean,9,27.6,55.9,1012.7,106.2,5.8,0.5184
Hay,8,27.5,68.3,1010.8,87.1,0.0,0.568
Tree Nuts,4,18.2,65.3,1013.5,33.5,4.7,0.0401
Wheat,12,2.5,64.0,1012.9,179.3,0.0,0.0
Sugar,8,25.6,90.8,1011.8,161.4,2.3,0.9031
Soybean,7,27.2,66.2,1015.6,63.4,1.4,0.7615
Rice,11,10.8,56.9,1011.0,167.1,4.1,0.0981
Rice,2,-1.8,55.3,1018.0,78.7,0.0,0.0312
Tree Nuts,11,9.0,55.3,1007.1,74.6,1.5,0.0
Tree Nuts,4,14.0,62.0,1010.1,70.7,5.7,0.0198
Sugar,3,8.2,51.6,1009.6,81.2,4.9,0.1107
Cotton,5,22.1,44.7,1011.3,58.2,4.3,0.5182
Hay,12,2.3,54.5,1014.9,84.5,0.0,0.0
Sugar,12,4.4,64.9,1005.6,69.2,4.0,0.0033
Hay,1,-1.0,65.3,1021.6,0.0,4.1,0.0
Sorghum,10,9.9,57.3,1002.1,121.5,4.6,0.1741
Hay,9,16.9,75.0,1012.0,67.6,0.0,0.3462
Barley,11,8.3,71.0,1018.1,115.9,3.0,0.0229
Hay,8,23.2,71.8,1015.1,118.7,2.9,0.6817
Soybean,7,26.1,45.3,1003.7,189.5,4.3,0.7044
Corn,1,0.8,61.5,1020.6,6.4,2.8,0.0148
Cotton,9,20.8,73.3,1001.7,134.7,0.1,0.4108
Sorghum,1,-4.0,45.7,1013.1,76.7,3.1,0.0034
Soybean,2,-3.4,56.0,1008.2,14.5,3.4,0.0
Cotton,10,15.4,58.9,1007.0,127.2,5.2,0.2034
Corn,8,26.5,62.2,1007.4,70.2,4.2,0.5484
Hay,8,33.0,76.3,1014.0,189.5,1.5,0.5388
Wheat,11,7.7,54.7,1015.3,203.1,6.5,0.0132
Barley,4,20.9,78.2,1001.9,38.3,2.0,0.1241
