crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Wheat,1,-1.9,56.6,1014.0,15.1,1.3,0.0627
Tomatoes,1,-0.2,44.8,1007.1,26.9,2.6,0.0305
Sugar Beets,8,33.0,72.0,1003.9,61.2,5.4,0.0966
Rice,2,5.1,40.2,1011.5,83.3,4.7,0.016
Sugar Beets,9,19.6,72.0,1011.0,65.7,2.9,0.3627
Peanuts,12,2.5,40.5,1014.4,117.8,2.1,0.0
Potatoes,10,14.7,42.2,1014.0,137.6,2.6,0.4095
Soybeans,11,3.7,51.8,1014.9,77.7,2.5,0.0496
Sugar Beets,3,4.9,66.7,1009.4,97.3,3.6,0.027
Lettuce,3,8.1,51.7,1015.1,9.1,3.1,0.057
Wheat,8,25.5,65.8,1006.1,65.0,4.7,0.6174
Potatoes,6,26.4,64.1,1017.2,105.9,4.5,0.5916
Corn,8,32.0,85.9,1010.3,95.5,3.8,0.292
Canola,2,4.9,45.0,1008.3,43.1,4.3,0.0
Grapes,11,4.4,55.9,1012.5,61.4,6.0,0.0
Peanuts,3,11.3,56.7,1016.2,54.9,0.0,0.0
Canola,4,12.0,57.6,1017.4,23.9,4.8,0.0627
Sugar Beets,5,19.2,66.3,1011.9,16.9,2.2,0.1075
Canola,12,2.6,56.5,1009.3,46.2,2.8,0.0
Grapes,9,20.0,56.6,1015.9,95.6,1.8,0.6823
Dry Beans,12,-0.5,67.5,1016.1,33.6,5.7,0.0637
Grapes,2,4.7,70.5,1011.6,10.0,0.0,0.0715
Apples,4,15.5,81.9,1015.6,52.6,2.6,0.2761
Rice,6,26.4,84.2,1012.3,63.4,6.1,0.4553
Sunflowers,5,19.9,78.7,1015.0,69.9,4.8,0.2191
Lettuce,1,-1.7,54.3,1006.5,23.5,1.7,0.0375
Lettuce,2,6.8,36.6,1014.8,7.2,2.7,0.0
Potatoes,11,6.1,65.9,1022.8,218.7,3.1,0.0274
Grapes,6,25.7,67.3,1008.3,60.3,7.8,0.2923
Wheat,7,28.4,64.2,1013.7,124.1,4.2,0.5333
Oranges,1,2.5,53.0,1006.0,23.0,2.0,0.0381
Sorghum,12,-0.6,52.7,1011.1,25.2,4.2,0.0
Hay & Forages,11,6.1,65.6,1019.2,54.7,2.5,0.0
Tomatoes,10,18.1,78.7,1012.5,130.8,4.4,0.2973
Barley,7,31.9,100.0,1012.2,79.3,2.6,0.3682
Soybeans,7,33.7,78.5,1017.0,85.5,3.8,0.4325
Sorghum,6,26.1,83.4,1017.3,56.8,3.8,0.2857
Sunflowers,6,30.0,60.7,1014.2,29.5,4.0,0.4121
Barley,10,15.4,77.5,1010.3,93.2,1.1,0.0
Lettuce,4,17.8,56.4,1008.2,61.3,4.1,0.1558
Barley,3,8.9,53.6,1008.4,41.8,4.2,0.0
Peanuts,3,6.8,63.7,1018.6,48.6,4.3,0.0881
Cotton,2,4.0,46.1,1022.8,56.6,5.7,0.0
Sorghum,4,13.3,74.6,1015.3,45.1,5.2,0.0822
Rice,6,24.4,75.2,1010.3,58.2,0.5,0.704
Canola,12,8.8,50.6,1011.8,81.6,3.0,0.068
Sunflowers,8,25.2,46.8,1014.6,52.7,2.8,0.594
Corn,5,19.0,81.4,1002.8,17.2,0.7,0.0957
Apples,8,26.6,76.4,1020.3,85.2,5.4,0.5649
Rice,5,20.2,58.6,1009.4,80.2,0.5,0.8017
Corn,12,0.9,23.8,1011.9,52.6,1.0,0.0
Apples,3,6.4,38.6,1007.2,63.2,1.2,0.0128
Peanuts,6,25.0,68.9,1015.8,103.6,1.7,0.7039
Apples,3,5.6,68.1,1011.2,162.1,0.0,0.02
Sugar Beets,5,21.9,80.1,1008.9,152.2,5.2,0.5483
Grapes,11,5.5,62.8,1014.2,79.1,5.0,0.1368
Lettuce,6,33.3,72.1,1013.5,46.6,3.9,0.632
Sunflowers,9,23.0,68.9,1016.4,137.2,3.5,0.5294
Peanuts,2,5.2,53.4,1018.5,19.3,6.4,0.0229
Oranges,7,25.5,79.6,1015.4,60.6,3.0,0.4699
Wheat,10,14.1,48.4,1020.6,58.8,3.6,0.4424
Peanuts,12,-0.7,56.8,1011.6,133.0,6.1,0.0501
Lettuce,10,11.3,58.1,1018.7,55.0,5.3,0.0337
Oranges,3,6.4,63.9,1015.6,22.1,1.2,0.0
Sugar Beets,10,11.5,62.0,1005.2,88.8,5.8,0.0545
Soybeans,4,16.9,35.6,1020.6,5.3,5.1,0.0905
Peanuts,12,-2.0,60.4,1015.3,67.6,2.3,0.1135
Dry Beans,11,11.4,59.9,1011.1,67.5,3.0,0.0
Wheat,1,2.9,59.2,1018.7,11.4,0.0,0.0
Barley,4,19.3,70.5,1011.2,46.1,1.0,0.1999
Cotton,6,26.5,62.9,1008.5,75.8,2.9,0.574
Sugar Beets,12,5.2,48.6,1017.0,33.1,2.7,0.0
Cotton,6,30.3,66.9,1012.4,231.0,6.0,0.3821
Oranges,7,34.4,84.0,1004.4,119.1,2.7,0.1949
Apples,12,0.4,46.3,1008.5,67.4,5.5,0.0068
Barley,4,20.1,50.6,1013.0,15.4,0.0,0.104
Tomatoes,8,27.9,73.6,1008.7,5.7,1.4,0.1471
Soybeans,4,13.6,67.0,1014.4,28.9,0.0,0.0
Tomatoes,4,14.5,65.4,1013.5,163.4,3.5,0.0013
Cotton,5,22.3,59.5,1017.0,42.5,0.0,0.4779
Almonds,3,5.0,42.2,1010.6,0.0,2.3,0.0
Tomatoes,1,-0.4,62.0,1013.4,12.4,1.1,0.0
Sorghum,10,10.4,54.9,1014.1,132.6,0.0,0.2081
Lettuce,8,25.6,78.6,1017.4,97.1,2.0,0.4974
Tomatoes,5,22.9,75.7,1016.3,46.9,2.3,0.2684
Tomatoes,7,30.6,79.6,1014.3,64.2,4.2,0.6534
Peanuts,11,10.0,56.5,1011.0,49.1,6.0,0.0203
Canola,11,4.8,61.0,1006.5,47.8,6.4,0.0
Oranges,2,-1.1,69.6,1016.4,41.8,4.8,0.0255
Sorghum,6,33.4,81.5,1020.9,55.6,4.1,0.1539
Sunflowers,6,31.0,61.4,1012.8,34.9,0.5,0.5398
Soybeans,3,9.7,57.4,1014.3,41.9,1.8,0.0
Corn,12,-2.3,71.6,1022.2,113.9,2.0,0.0
Sorghum,11,7.4,60.0,1014.0,60.5,2.5,0.0103
Cotton,11,2.8,40.2,1003.0,62.9,3.1,0.0984
Tomatoes,1,-6.9,54.9,1014.7,33.7,2.6,0.0089
Canola,1,0.7,55.3,1016.6,22.0,0.0,0.0302
Soybeans,3,6.4,50.0,1010.6,36.9,7.5,0.0
Cotton,11,13.5,52.7,1006.0,108.2,2.2,0.0477
Sorghum,6,24.9,60.5,1017.8,70.1,3.2,0.4338
Soybeans,5,20.2,73.5,1017.8,59.3,1.8,0.1219
Potatoes,5,23.6,76.0,1020.2,20.1,4.8,0.2728
Dry Beans,2,1.2,49.9,1006.2,124.3,3.2,0.0332
Soybeans,7,28.8,63.1,1019.5,56.0,2.8,0.628
Apples,4,11.4,71.3,1013.6,65.7,3.3,0.2138
Grapes,1,3.6,54.3,1017.7,29.0,2.6,0.0
Rice,12,0.1,68.4,1010.8,109.9,0.6,0.06
Grapes,11,4.5,61.5,1011.3,54.5,3.9,0.0
Canola,5,27.2,53.5,1013.7,120.4,4.6,0.3174
Oranges,9,22.0,49.6,1013.6,86.0,3.8,0.5516
Lettuce,3,1.0,67.2,1013.1,26.4,2.6,0.0
Sorghum,9,21.9,73.6,1007.3,108.5,3.0,0.6147
Sunflowers,4,16.0,72.5,1006.0,96.3,2.7,0.1396
Canola,4,11.9,80.1,1013.7,46.0,4.5,0.0742
Hay & Forages,9,22.3,80.8,1011.6,64.1,4.0,0.4555
Sorghum,12,-1.0,62.7,1012.5,120.6,9.2,0.0
Soybeans,3,4.7,58.9,1013.9,54.3,3.9,0.0
Oranges,4,22.9,67.1,1009.3,72.1,4.1,0.236
Grapes,4,15.1,62.3,1005.3,8.8,2.5,0.0415
Rice,9,20.9,82.1,1011.8,52.7,2.8,0.3506
Sunflowers,1,1.8,61.6,1011.3,106.0,5.0,0.0
Dry Beans,1,-4.6,51.1,1011.8,54.6,3.5,0.0
Soybeans,1,-1.7,57.0,1011.6,6.5,2.0,0.0
Canola,11,4.2,66.6,1015.3,43.2,2.4,0.0258
Sugar Beets,2,3.1,75.0,1015.5,55.6,3.5,0.0409
Oranges,2,2.8,49.4,1012.2,14.8,5.7,0.0
Potatoes,5,22.4,71.7,1015.7,102.1,2.6,0.7866
Potatoes,11,11.3,56.2,1010.3,92.8,2.6,0.0169
Rice,1,3.3,52.1,1015.1,107.3,2.0,0.0804
Grapes,8,30.5,70.4,1009.1,137.5,3.3,0.6902
Lettuce,9,23.0,63.6,1014.3,89.4,3.1,0.2686
Sunflowers,7,25.9,72.8,1008.4,42.5,6.4,0.479
Lettuce,5,26.9,80.4,1011.3,137.9,3.1,0.678
Sunflowers,9,21.0,77.8,1011.0,134.3,4.7,0.4689
Peanuts,5,24.8,75.4,1012.6,69.5,2.2,0.3955
Lettuce,8,26.4,64.7,1014.4,62.5,3.5,0.4793
Sugar Beets,2,7.4,68.1,1014.1,91.2,4.4,0.0
Potatoes,12,3.3,59.6,1012.4,85.0,3.6,0.0126
Sugar Beets,12,2.6,65.1,1004.7,69.5,0.0,0.0
Apples,1,-3.0,39.3,1014.0,79.9,1.5,0.0299
Tomatoes,5,19.7,72.8,1011.2,61.4,3.0,0.1591
Corn,5,16.6,65.6,1002.8,57.5,6.8,0.1609
Potatoes,7,21.1,81.7,1003.9,166.1,3.5,0.7895
Potatoes,3,8.1,48.3,1005.3,0.0,2.0,0.0
Apples,11,13.0,43.6,1008.3,84.2,5.9,0.129
Lettuce,3,10.0,64.4,1004.7,136.1,0.8,0.0
Apples,2,5.5,67.2,1007.4,2.0,5.2,0.0132
Peanuts,10,14.8,81.7,1010.4,93.4,2.1,0.1175
Peanuts,6,29.0,70.5,1017.1,51.4,2.8,0.4771
Almonds,5,17.1,49.2,1012.0,73.5,2.7,0.1705
Rice,10,15.1,68.3,1016.1,99.7,2.8,0.1758
Dry Beans,8,28.8,55.2,1005.0,118.3,0.0,0.8314
Canola,12,2.7,61.4,1017.9,250.8,5.2,0.0583
Peanuts,10,21.3,61.0,1021.6,127.2,0.5,0.1816
Corn,5,24.5,72.2,1009.8,27.4,0.0,0.4864
Wheat,3,2.6,54.4,1009.8,17.3,3.8,0.0113
Potatoes,11,8.9,63.4,1015.8,104.9,7.2,0.121
Soybeans,2,3.2,55.3,1011.1,21.3,6.0,0.0
Sugar Beets,2,4.6,59.5,1014.8,5.4,1.8,0.0066
Barley,10,15.1,66.4,1019.5,69.9,1.4,0.0062
Rice,1,-0.4,52.6,1011.1,29.1,0.3,0.0176
Barley,12,0.4,45.9,1015.6,64.1,6.1,0.0355
Almonds,2,1.1,36.6,1011.0,82.9,1.8,0.0
Cotton,2,1.6,59.8,1016.1,38.0,2.7,0.0
Rice,5,21.1,60.8,1026.4,62.4,1.8,0.6987
Sugar Beets,5,20.3,71.3,1015.4,65.3,3.8,0.452
Sunflowers,3,7.0,61.6,1007.7,36.0,0.8,0.0205
Rice,5,22.8,61.6,1013.8,81.0,3.9,0.8524
Almonds,11,10.1,47.7,1017.4,109.3,3.2,0.2367
Oranges,11,3.3,65.0,1017.4,88.4,0.0,0.0412
Rice,3,6.8,61.9,1009.0,19.6,3.5,0.0907
Potatoes,5,21.1,65.9,1000.4,8.6,0.0,0.0979
Tomatoes,8,21.4,63.6,1011.2,114.1,2.9,0.6278
Rice,12,2.7,61.3,1009.4,68.7,5.0,0.0531
Cotton,3,4.6,72.6,1017.1,66.8,4.1,0.0356
Soybeans,4,16.9,53.2,1010.0,27.5,3.3,0.0127
Rice,12,-1.9,47.2,1009.7,76.0,3.7,0.0
Oranges,8,29.4,70.2,1015.2,90.3,8.4,0.2716
Tomatoes,5,24.9,62.6,1015.3,59.3,7.0,0.3243
Almonds,10,14.8,53.5,997.9,128.9,4.0,0.6918
Potatoes,9,24.3,75.4,1006.4,87.4,9.2,0.3462
Sunflowers,2,-2.1,70.0,1007.5,12.4,4.7,0.0398
Peanuts,7,30.1,73.8,1013.1,75.2,3.1,0.6341
Cotton,8,30.0,56.2,1003.0,117.4,5.7,0.3351
Apples,12,-1.9,55.7,1009.9,36.2,3.5,0.069
Rice,3,6.2,47.2,1013.1,49.6,2.2,0.0262
Cotton,6,25.1,90.5,1012.8,38.1,2.6,0.6064
Sorghum,12,5.7,44.3,1014.5,56.5,6.6,0.1129
Almonds,3,5.0,51.0,1011.0,27.2,1.1,0.0562
Soybeans,8,21.9,76.9,1023.0,91.3,3.2,0.3862
Grapes,11,7.4,65.2,1013.7,36.6,3.6,0.0
Dry Beans,8,25.4,58.5,1012.3,53.1,5.8,0.44
Almonds,10,13.4,57.0,1011.4,93.1,2.7,0.5121
Tomatoes,7,26.3,77.3,1005.3,91.2,5.5,0.8216
Canola,5,23.5,60.0,1013.9,113.6,4.0,0.515
Lettuce,4,17.5,77.1,1008.5,63.1,4.8,0.0866
Lettuce,5,16.1,50.7,1012.4,68.4,6.8,0.1641
Rice,2,5.9,69.5,1014.8,0.0,3.6,0.0537
Oranges,9,26.2,72.3,1007.5,134.3,3.9,0.5348
Corn,2,4.9,47.8,1016.0,2.6,5.0,0.0
Hay & Forages,3,5.3,58.7,1010.1,21.4,4.1,0.0445
Apples,5,19.7,72.1,1012.4,71.7,3.6,0.4702
Dry Beans,2,-0.6,43.0,1012.8,42.2,5.8,0.0
Rice,3,5.4,74.3,1013.1,0.0,3.9,0.0626
Hay & Forages,5,25.9,64.0,1008.7,38.8,4.1,0.0877
Potatoes,6,28.9,71.9,1011.5,104.8,6.1,0.4057
Sugar Beets,7,29.9,76.3,1000.8,88.4,5.2,0.229
Corn,10,11.5,55.3,1015.4,96.3,0.9,0.0
Rice,1,1.9,48.9,1015.2,150.4,1.2,0.0
Oranges,1,-1.8,45.2,1002.8,119.6,0.7,0.0
Potatoes,12,-0.3,89.3,1009.0,63.8,0.1,0.0036
Lettuce,11,9.1,74.4,1011.6,84.1,2.8,0.0469
Peanuts,4,12.3,59.8,1010.1,26.4,5.3,0.0218
Soybeans,2,1.2,62.3,1014.9,59.4,2.1,0.0122
Sunflowers,1,0.9,43.6,1013.6,27.1,0.0,0.1129
Grapes,10,13.3,79.9,1014.7,83.1,3.4,0.1758
Oranges,4,14.5,53.8,1018.0,12.8,1.0,0.0752
Wheat,12,1.9,66.4,1008.0,73.9,3.3,0.057
Lettuce,8,29.8,90.5,1010.1,173.4,5.1,0.4603
Sugar Beets,10,13.0,67.0,1010.7,81.9,5.4,0.147
Soybeans,1,-2.9,40.9,1019.8,119.2,2.6,0.0
Barley,10,16.3,74.0,1018.6,105.8,1.1,0.0067
Cotton,1,-2.4,43.6,1007.2,75.9,2.1,0.0
Soybeans,5,19.3,61.8,1006.4,125.1,5.7,0.0139
Rice,12,3.3,61.5,1019.4,85.6,5.9,0.1009
Sunflowers,10,12.1,69.7,1005.6,85.7,3.1,0.2058
Oranges,8,25.9,86.3,1012.4,137.3,2.3,0.6715
Oranges,5,20.8,58.4,1015.2,65.9,3.4,0.4897
Tomatoes,6,26.7,78.3,1010.6,64.6,0.1,0.6123
Sorghum,4,17.8,58.2,1021.6,57.9,3.1,0.1221
Tomatoes,10,19.8,60.0,1011.5,49.6,6.0,0.415
Dry Beans,8,33.5,82.5,1013.3,80.9,4.1,0.5335
Peanuts,2,6.0,42.5,1006.6,86.9,2.8,0.0
Hay & Forages,6,29.1,85.3,1016.1,14.6,5.0,0.0538
Sugar Beets,2,4.3,61.2,1007.3,38.2,4.8,0.0225
Apples,11,6.8,49.1,1029.4,69.5,0.1,0.0669
Apples,9,24.4,56.2,1015.4,115.4,2.1,0.6883
Barley,8,29.5,80.8,1012.2,71.4,4.2,0.5539
Lettuce,2,-2.1,63.6,1005.4,17.7,0.0,0.0394
Wheat,2,1.3,63.2,1007.1,19.7,5.0,0.0
Cotton,10,13.3,54.8,1005.2,89.2,0.8,0.1454
Peanuts,2,1.7,55.2,1015.7,1.9,3.3,0.0307
Grapes,4,20.0,76.8,1014.1,0.0,3.1,0.0456
Rice,9,20.2,74.0,1013.6,199.5,4.6,0.417
Wheat,12,2.2,54.2,1013.0,116.1,3.1,0.0262
Barley,9,25.3,59.7,1019.7,83.4,0.0,0.5097
Soybeans,1,-1.4,49.6,1013.9,112.6,4.9,0.0
Almonds,7,38.6,77.0,1007.3,44.6,2.5,0.0131
Oranges,4,11.6,64.1,1011.3,65.5,3.7,0.2519
Sugar Beets,7,33.9,46.5,1008.6,54.7,2.8,0.0
Sugar Beets,7,30.2,69.9,1014.3,111.6,6.2,0.1892
Apples,8,25.5,73.4,1009.0,76.6,0.6,0.6807
Dry Beans,11,3.4,65.0,1014.3,79.7,1.4,0.0
Wheat,7,26.2,79.7,1018.5,57.7,1.6,0.5313
Peanuts,2,6.0,63.5,1015.4,5.8,2.0,0.0
Corn,11,8.2,43.1,1017.4,58.1,4.8,0.0288
Hay & Forages,8,21.3,75.3,1006.6,198.3,4.0,0.7044
Dry Beans,5,18.3,59.2,1025.5,71.1,3.0,0.3622
Canola,9,23.9,81.0,1011.8,147.8,4.0,0.6917
Dry Beans,1,-5.4,49.8,1018.8,99.6,0.6,0.0325
Dry Beans,1,1.9,48.3,1012.6,27.8,5.8,0.0232
Soybeans,4,15.6,47.5,1014.0,0.0,2.8,0.0
Canola,11,9.3,52.4,1011.3,55.9,1.9,0.0
Soybeans,3,9.1,54.9,1023.9,130.6,2.0,0.0
Tomatoes,10,16.9,53.3,1016.2,75.5,3.9,0.2354
Cotton,2,2.0,49.9,1012.7,34.3,1.3,0.0644
Almonds,7,28.3,81.5,1014.3,83.7,4.0,0.2983
Peanuts,3,10.8,72.2,1007.7,10.4,1.9,0.0
Hay & Forages,3,11.8,51.3,1013.4,28.7,3.0,0.0654
Rice,1,1.3,57.8,1013.3,42.8,7.2,0.0
Tomatoes,5,27.0,64.9,1005.7,40.5,2.7,0.2871
Grapes,11,2.2,71.6,1018.5,53.4,5.8,0.0069
Sorghum,4,12.9,91.6,1014.7,32.7,3.2,0.0
Hay & Forages,3,9.1,73.8,1018.5,64.1,1.6,0.0
Sugar Beets,5,28.0,64.5,1009.3,39.4,2.4,0.0539
Potatoes,5,20.3,64.7,1012.3,22.4,4.8,0.3151
Hay & Forages,3,8.4,49.0,1012.3,73.4,1.4,0.019
Potatoes,10,16.5,66.1,1011.5,89.5,0.0,0.4187
Cotton,7,31.6,76.6,1015.6,63.4,4.7,0.2851
Cotton,12,1.2,43.4,1007.2,81.3,0.5,0.0
Lettuce,11,5.8,72.8,1011.1,89.4,2.5,0.0
Cotton,8,31.1,54.3,1011.6,213.1,2.6,0.2585
Sorghum,6,28.2,87.0,1013.9,38.8,8.1,0.1396
Sorghum,7,33.3,63.2,1014.3,98.7,0.0,0.3127
Grapes,5,25.7,71.9,1010.6,39.6,0.0,0.2088
Peanuts,1,-0.8,49.9,1013.6,34.7,8.9,0.0
Almonds,11,11.8,62.2,1021.6,309.4,2.1,0.3225
Sunflowers,7,22.7,81.3,1009.2,117.4,7.6,0.5611
Canola,6,21.8,76.4,1012.6,49.2,3.1,0.5039
Grapes,11,10.1,62.1,1018.6,116.8,1.1,0.2123
Sorghum,5,23.6,51.9,1007.3,31.3,5.2,0.107
Sunflowers,8,24.7,61.1,1018.8,49.2,2.0,0.662
Oranges,9,21.0,62.0,1013.4,105.1,2.8,0.6194
Sorghum,9,28.7,81.8,1015.6,149.8,5.2,0.5776
Rice,11,18.4,59.0,1013.1,105.7,4.5,0.1873
Cotton,1,2.0,54.7,1017.3,26.4,1.1,0.008
Tomatoes,10,15.7,73.8,1010.8,62.6,1.1,0.2232
Sunflowers,7,29.3,76.6,1014.4,65.7,3.0,0.6973
Sorghum,3,6.9,55.4,1014.6,66.9,2.8,0.0508
Potatoes,7,29.9,75.3,1018.9,140.6,1.1,0.4215
Peanuts,7,32.7,79.3,1013.4,49.1,4.4,0.4521
Oranges,7,35.0,52.6,1009.5,27.3,0.0,0.0
Rice,12,-2.9,51.5,1022.5,10.2,1.7,0.0275
Lettuce,2,1.5,49.5,1015.5,83.3,4.0,0.0792
Peanuts,5,19.9,65.7,1019.5,31.7,3.9,0.1436
Dry Beans,8,29.8,85.4,1016.6,71.0,3.6,0.6745
Dry Beans,2,0.6,61.4,1010.5,35.6,2.1,0.0
Barley,3,7.2,71.9,1012.4,2.0,3.1,0.0
Wheat,7,27.4,85.7,1013.2,87.3,3.4,0.6314
Grapes,7,32.3,77.3,1010.5,43.8,5.7,0.1982
Sorghum,2,9.0,56.2,1015.1,24.6,0.3,0.014
Potatoes,1,-5.7,58.0,1018.7,96.7,3.8,0.0651
Soybeans,6,26.8,69.0,1031.4,86.5,2.7,0.6966
Barley,10,15.3,61.9,1014.7,121.8,4.1,0.0
Lettuce,10,11.2,77.0,1014.6,136.2,3.6,0.0
Tomatoes,12,0.9,57.1,1017.2,37.3,3.9,0.0185
Cotton,12,3.9,50.9,1008.1,54.6,5.2,0.0
Sugar Beets,2,0.4,39.3,1013.0,14.1,3.4,0.0
Oranges,8,28.1,53.7,1009.1,61.2,3.7,0.3418
Oranges,6,29.7,61.0,1019.2,55.5,0.2,0.2507
Lettuce,10,15.9,60.4,1013.9,121.8,2.3,0.1228
Sunflowers,11,6.7,59.3,1013.9,84.8,0.7,0.0054
Potatoes,11,7.2,70.7,1006.0,114.0,2.1,0.0284
Almonds,7,32.4,76.9,1011.4,105.6,3.9,0.2504
Cotton,5,25.6,80.4,1014.6,19.5,1.8,0.2412
Sugar Beets,5,20.9,66.6,1015.6,70.0,4.4,0.3855
Sorghum,9,23.0,59.1,1020.7,130.3,3.1,0.7744
Tomatoes,11,5.9,25.8,1007.5,32.3,0.0,0.048
Grapes,4,14.1,58.7,1011.6,41.7,3.2,0.1077
Dry Beans,5,22.1,73.4,1013.6,68.3,1.3,0.4178
Dry Beans,5,25.0,60.0,1010.6,17.0,4.0,0.1688
Rice,8,32.8,77.2,1008.7,62.5,2.9,0.1278
Canola,7,29.4,81.6,1017.0,98.5,0.8,0.4165
Tomatoes,10,11.3,56.4,1013.7,102.3,2.9,0.1265
Almonds,5,22.5,70.9,1016.0,182.6,6.7,0.1328
Potatoes,10,23.8,69.0,1006.5,113.0,1.0,0.452
Rice,5,20.0,83.2,1013.4,8.7,0.2,0.2667
Potatoes,6,29.3,62.9,1012.7,38.4,0.6,0.247
Peanuts,5,27.6,61.5,1013.0,83.7,3.4,0.4366
Corn,11,5.5,65.6,1009.2,77.1,3.5,0.0
Cotton,4,13.1,68.8,1014.9,15.8,2.9,0.2118
Potatoes,4,12.0,84.7,1020.8,6.2,5.7,0.1086
Dry Beans,2,1.7,67.6,1015.1,47.7,0.8,0.0
Lettuce,10,14.5,75.8,1017.0,74.6,4.1,0.0
Tomatoes,4,19.0,71.8,1016.4,62.9,1.4,0.1819
Potatoes,6,24.6,80.3,1011.7,77.3,4.4,0.6236
Potatoes,7,27.2,85.9,1017.4,41.8,1.2,0.4333
Rice,8,29.1,69.9,1006.3,124.0,3.9,0.3851
Apples,8,27.1,67.0,1017.0,65.2,7.4,0.4036
Barley,12,1.4,55.4,1015.7,105.6,3.6,0.0
Barley,4,10.5,71.2,1013.1,0.0,4.1,0.0772
Tomatoes,12,3.4,53.1,1020.3,27.6,5.5,0.0
Sugar Beets,4,19.1,51.8,1014.0,84.6,2.8,0.2095
Barley,11,5.5,55.9,1006.6,86.1,4.6,0.0
Sugar Beets,1,-5.4,44.6,1010.0,43.6,4.4,0.0767
Canola,5,23.0,87.1,1011.1,60.2,2.9,0.3711
Oranges,10,10.6,61.6,1014.5,110.0,1.6,0.3222
Almonds,4,8.1,77.2,1016.2,46.2,2.6,0.0995
Lettuce,1,9.9,65.8,1025.4,57.0,5.2,0.0204
Soybeans,10,17.8,97.0,1019.3,57.9,4.0,0.0735
Potatoes,11,2.6,46.6,1016.1,178.0,1.2,0.0
Sunflowers,5,24.1,93.6,1013.4,90.6,2.7,0.4542
Hay & Forages,3,12.1,68.8,1011.6,41.5,7.9,0.0
Oranges,1,-1.4,49.9,1012.5,45.3,5.4,0.0
Peanuts,8,30.9,70.7,1015.5,101.4,0.2,0.6952
Potatoes,7,25.5,76.8,1014.4,138.2,3.4,0.7587
Tomatoes,7,28.5,80.9,1004.0,47.4,3.1,0.4803
Peanuts,7,27.9,71.6,1009.6,82.2,5.4,0.5886
Lettuce,2,-1.8,56.7,1015.1,80.2,2.3,0.0
Rice,11,13.9,70.0,1007.8,54.4,2.4,0.0
Wheat,8,23.4,72.9,1018.1,78.5,7.2,0.6609
Hay & Forages,8,23.8,77.4,1024.2,99.2,1.6,0.64
Cotton,12,-0.8,61.0,1024.1,93.1,3.9,0.0
Canola,10,16.7,47.5,1003.9,91.0,3.7,0.5291
Hay & Forages,6,29.2,68.9,1008.1,19.9,4.0,0.086
Rice,4,13.0,51.5,1017.7,55.7,0.6,0.1621
Sugar Beets,3,7.8,33.7,1012.6,94.8,3.6,0.0327
Dry Beans,4,13.2,77.2,1012.5,52.2,5.4,0.0
Cotton,7,28.0,89.9,1012.4,124.2,6.7,0.5385
Rice,10,16.4,79.6,1009.9,78.5,6.8,0.2204
Hay & Forages,4,17.0,50.5,1026.1,5.9,6.5,0.0
Apples,1,2.2,81.2,1007.5,24.0,1.4,0.0072
Wheat,7,28.3,71.3,1018.4,70.3,0.0,0.6511
Soybeans,12,5.2,65.2,1011.7,33.3,2.1,0.0
Canola,4,18.3,75.3,1014.2,115.8,1.8,0.3325
Sorghum,10,12.8,68.0,1010.8,154.0,1.0,0.3621
Oranges,7,28.0,64.7,1015.2,62.6,3.0,0.405
Lettuce,6,32.4,72.8,1014.2,33.3,4.1,0.6146
Wheat,2,3.0,56.3,1019.1,161.0,0.8,0.0
Barley,10,13.5,58.8,1013.0,103.0,5.3,0.0784
Soybeans,1,1.7,63.5,1017.4,57.7,4.9,0.031
Hay & Forages,5,19.7,74.4,1009.5,21.3,4.7,0.0
Wheat,9,20.1,85.4,1009.2,95.1,3.5,0.7673
Cotton,4,14.9,56.1,1005.5,29.4,5.2,0.2742
Sunflowers,12,-3.3,55.2,1023.3,48.3,1.5,0.0
Sunflowers,5,26.8,86.0,1015.0,59.4,4.2,0.3386
Sorghum,3,3.0,52.1,1016.3,30.4,4.8,0.0
Oranges,7,32.5,87.3,1012.9,22.3,2.9,0.0983
Barley,3,6.7,63.1,1022.2,31.6,3.0,0.0
Barley,7,25.1,71.0,998.5,51.4,4.1,0.6228
Peanuts,12,6.4,52.6,1014.9,63.6,3.8,0.0832
Tomatoes,7,28.1,80.9,1013.6,98.9,2.4,0.8461
Tomatoes,2,-0.1,40.4,1013.3,75.1,3.2,0.0481
Peanuts,11,3.3,75.1,1008.9,34.4,1.3,0.0
Tomatoes,6,27.5,82.2,1015.1,52.6,3.5,0.5047
Almonds,7,34.1,79.3,1015.4,111.4,3.6,0.1535
Wheat,11,7.2,49.7,1011.2,91.1,2.3,0.1241
Apples,6,24.3,68.0,1007.0,94.8,1.2,0.7843
Corn,3,5.5,67.5,1010.0,40.7,5.1,0.0265
Hay & Forages,12,-0.9,60.2,1003.5,120.7,1.7,0.0124
Barley,10,18.1,67.5,1010.4,53.2,5.3,0.0131
Grapes,4,15.2,89.1,1013.7,37.6,2.5,0.1836
Potatoes,12,-0.4,58.0,1013.5,100.8,5.5,0.0018
Hay & Forages,1,2.5,52.9,1015.1,58.8,4.6,0.0744
Dry Beans,3,3.2,70.6,1011.6,24.7,2.6,0.0322
Sunflowers,2,0.4,59.4,1014.0,9.3,2.8,0.033
Wheat,4,16.4,69.2,1019.5,81.2,3.1,0.0
